[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Platform.ns:26
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at Kernel.ns:397
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=Kernel.ns, index=13862, length=6, characters=result)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode                     |Reason unknown at Kernel.ns:398
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=13862, length=6, characters=result)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:398
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=13904, length=6, characters=result)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:400
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at Kernel.ns:400
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=13944, length=5, characters=start)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:400
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=13954, length=8, characters=newStart)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:400
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Kernel.ns, index=13981, length=31, characters=start:: newStart + split length)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |Reason unknown at Kernel.ns:401
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=13989, length=8, characters=newStart)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:401
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=14000, length=5, characters=split)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Kernel.ns:401
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=13649, length=5, characters=start)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:393
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Kernel.ns, index=13681, length=48, characters=newStart:: self indexOf: split startingAt: start)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Kernel.ns:394
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Kernel.ns:394
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=13706, length=5, characters=split)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Kernel.ns:394
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=13724, length=5, characters=start)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:394
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=13739, length=8, characters=newStart)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:395
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=13784, length=6, characters=result)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:397
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Kernel.ns:397
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=13824, length=5, characters=start)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:397
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Kernel.ns:397
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=Kernel.ns, index=13862, length=6, characters=result)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at Kernel.ns:398
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=13862, length=6, characters=result)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:398
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=13904, length=6, characters=result)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:400
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Kernel.ns:400
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=13944, length=5, characters=start)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:400
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=13954, length=8, characters=newStart)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:400
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Kernel.ns, index=13981, length=31, characters=start:: newStart + split length)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Kernel.ns:401
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=13989, length=8, characters=newStart)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:401
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=14000, length=5, characters=split)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Kernel.ns:401
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=15514, length=5, characters=block)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Kernel.ns:453
[truffle]   rewrite LocalArg(1)                                        |From M ArgumentReadNode$LocalArgumentReadNode |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:453
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=15701, length=5, characters=block)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Kernel.ns:456
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Kernel.ns:456
[truffle]   rewrite LocalArg(1)                                        |From M ArgumentReadNode$LocalArgumentReadNode |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:456
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=16219, length=13, characters=newCollection)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Kernel.ns:473
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=16241, length=4, characters=each)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Kernel.ns:473
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=Kernel.ns, index=16637, length=4, characters=true)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode                     |Reason unknown at Kernel.ns:490
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=Kernel.ns, index=16779, length=1, characters=i)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode                     |Reason unknown at Kernel.ns:493
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=16779, length=1, characters=i)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Kernel.ns:493
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=Kernel.ns, index=16912, length=1, characters=i)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode                     |Reason unknown at Kernel.ns:498
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=16912, length=1, characters=i)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Kernel.ns:498
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Kernel.ns:498
[truffle]   rewrite LocalArg(1)                                        |From M ArgumentReadNode$LocalArgumentReadNode |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:498
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=16892, length=7, characters=element)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Kernel.ns:498
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=Kernel.ns, index=16912, length=1, characters=i)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at Kernel.ns:498
[truffle]   rewrite LocalArg(1)                                        |From M ArgumentReadNode$LocalArgumentReadNode |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:498
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=18195, length=10, characters=collection)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Kernel.ns:537
[truffle]   rewrite LocalArg(1)                                        |From M ArgumentReadNode$LocalArgumentReadNode |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:537
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Kernel.ns:537
[truffle]   rewrite LocalArg(1)                                        |From M ArgumentReadNode$LocalArgumentReadNode |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:537
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Kernel.ns, index=18716, length=17, characters=index:: index + 1)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Kernel.ns:549
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=18724, length=5, characters=index)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:549
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=18738, length=4, characters=stop)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Kernel.ns:549
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Kernel.ns:550
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=18773, length=5, characters=index)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:550
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=18785, length=11, characters=replacement)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Kernel.ns:550
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=18801, length=6, characters=repOff)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:550
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Kernel.ns, index=18810, length=5, characters=index)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Kernel.ns:550
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Kernel.ns:613
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Kernel.ns:613
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=20710, length=3, characters=arg)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Kernel.ns:613
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Kernel.ns:618
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=20828, length=4, characters=arg1)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Kernel.ns:618
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Kernel.ns:618
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=20853, length=4, characters=arg1)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Kernel.ns:618
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Kernel.ns, index=20864, length=4, characters=arg2)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Kernel.ns:618
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=Kernel.ns, index=21053, length=136, characters=ArgumentError signalWith: 'wrong number of Block arguments: '\n                                    + args size + ', expected: ' + numArgs)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at Kernel.ns:624
